,category,aspect,count
699,LAPTOP#GENERAL,NULL,0
700,LAPTOP#GENERAL,ONLINE SERVICE,0
701,LAPTOP#GENERAL,PATHETIC SERVICE,0
702,LAPTOP#GENERAL,PM CONNECT,0
703,LAPTOP#GENERAL,SIM SWAP,0
704,LAPTOP#GENERAL,Service,0
705,LAPTOP#GENERAL,Statements,0
706,LAPTOP#GENERAL,TOBI,0
707,LAPTOP#GENERAL,TOBI app,0
708,LAPTOP#GENERAL,TOBI virtual assistant,0
710,LAPTOP#GENERAL,Telkom,0
711,LAPTOP#GENERAL,Telkom Mobile,0
712,LAPTOP#GENERAL,Telkom Self-service,0
713,LAPTOP#GENERAL,Telkom mobile,0
714,LAPTOP#GENERAL,Telkom sales,0
715,LAPTOP#GENERAL,Tobi,0
716,LAPTOP#GENERAL,Tobi BOT idea on WhatsApp,0
717,LAPTOP#GENERAL,Tobi bot,0
718,LAPTOP#GENERAL,Tobi chat bot,0
719,LAPTOP#GENERAL,Tobi the Bot,0
720,LAPTOP#GENERAL,Tobi's Tax Pack,0
721,LAPTOP#GENERAL,Toby,0
722,LAPTOP#GENERAL,Toby robot service,0
723,LAPTOP#GENERAL,USELESS VODACOM,0
724,LAPTOP#GENERAL,VODACOM,0
725,LAPTOP#GENERAL,VODACOM - TOBI ALLOWING SIM-SWOP TO CRIMINALS,0
726,LAPTOP#GENERAL,VODACOM USELESS HELPLINE,0
727,LAPTOP#GENERAL,VODACOMS TOBI,0
728,LAPTOP#GENERAL,VodaBucks,0
729,LAPTOP#GENERAL,Vodacom,0
730,LAPTOP#GENERAL,Vodacom Age of Machine,0
731,LAPTOP#GENERAL,Vodacom App,0
732,LAPTOP#GENERAL,Vodacom Customer Care Line,0
733,LAPTOP#GENERAL,Vodacom Horrible Customer Care Service-Deleted Active SImcard,0
734,LAPTOP#GENERAL,Vodacom Roaming Bundle,0
735,LAPTOP#GENERAL,Vodacom Scams Pensioners into Special Deals,0
736,LAPTOP#GENERAL,Vodacom Vodabucks,0
737,LAPTOP#GENERAL,Vodacom and TymeBank Fraud,0
738,LAPTOP#GENERAL,Vodacom customer services,0
739,LAPTOP#GENERAL,Vodacom does not care,0
740,LAPTOP#GENERAL,Vodacom is not a brand to be trusted or relied on,0
741,LAPTOP#GENERAL,Vodacom number,0
742,LAPTOP#GENERAL,Vodacom online deals,0
743,LAPTOP#GENERAL,Vodacom service,0
744,LAPTOP#GENERAL,Vodacom vodabucks,0
745,LAPTOP#GENERAL,Vodacom's website,0
746,LAPTOP#GENERAL,Vodacoms,0
747,LAPTOP#GENERAL,Vodafone world,0
748,LAPTOP#GENERAL,Vodamail,0
749,LAPTOP#GENERAL,Vodamail cancellation,0
750,LAPTOP#GENERAL,WhatsApp bundles,0
751,LAPTOP#GENERAL,Wi-Fi,0
752,LAPTOP#GENERAL,acct,0
753,LAPTOP#GENERAL,agent,0
754,LAPTOP#GENERAL,airtime,0
755,LAPTOP#GENERAL,app,0
756,LAPTOP#GENERAL,app services,0
757,LAPTOP#GENERAL,at Telkom,0
758,LAPTOP#GENERAL,automated chatbot,0
759,LAPTOP#GENERAL,bank,0
760,LAPTOP#GENERAL,bot,0
761,LAPTOP#GENERAL,bot on Vodacom Facebook messenger,0
762,LAPTOP#GENERAL,call center,0
763,LAPTOP#GENERAL,call center service,0
764,LAPTOP#GENERAL,call centre,0
765,LAPTOP#GENERAL,call charges,0
766,LAPTOP#GENERAL,caller tune,0
767,LAPTOP#GENERAL,cell c,0
768,LAPTOP#GENERAL,chat bot,0
769,LAPTOP#GENERAL,chatbot,0
770,LAPTOP#GENERAL,chatbot Tobi,0
771,LAPTOP#GENERAL,company,0
772,LAPTOP#GENERAL,consultant,0
773,LAPTOP#GENERAL,content service,0
774,LAPTOP#GENERAL,contract,0
775,LAPTOP#GENERAL,contract with Telkom,0
776,LAPTOP#GENERAL,credit report,0
777,LAPTOP#GENERAL,customer Service,0
778,LAPTOP#GENERAL,customer care,0
779,LAPTOP#GENERAL,customer care agent,0
780,LAPTOP#GENERAL,customer care call centre,0
781,LAPTOP#GENERAL,customer care help lines,0
782,LAPTOP#GENERAL,customer care line,0
783,LAPTOP#GENERAL,customer care number,0
784,LAPTOP#GENERAL,customer care/services,0
785,LAPTOP#GENERAL,customer service,0
786,LAPTOP#GENERAL,customer service department,0
787,LAPTOP#GENERAL,customer support,0
788,LAPTOP#GENERAL,customer's info,0
789,LAPTOP#GENERAL,data,0
790,LAPTOP#GENERAL,data sim,0
791,LAPTOP#GENERAL,delivery,0
792,LAPTOP#GENERAL,eSim,0
793,LAPTOP#GENERAL,energy,0
794,LAPTOP#GENERAL,humans,0
798,LAPTOP#GENERAL,network provider,0
799,LAPTOP#GENERAL,network service provider,0
800,LAPTOP#GENERAL,number,0
801,LAPTOP#GENERAL,number assigned by Vodacom,0
802,LAPTOP#GENERAL,online chat,0
803,LAPTOP#GENERAL,online deals,0
804,LAPTOP#GENERAL,online service,0
806,LAPTOP#GENERAL,products,0
807,LAPTOP#GENERAL,recurring data bundle,0
808,LAPTOP#GENERAL,refund,0
809,LAPTOP#GENERAL,response to emails,0
811,LAPTOP#GENERAL,robot assistant,0
812,LAPTOP#GENERAL,robot calling,0
813,LAPTOP#GENERAL,robot responses,0
814,LAPTOP#GENERAL,service,0
815,LAPTOP#GENERAL,service Vodacom,0
816,LAPTOP#GENERAL,service at Vodacom,0
817,LAPTOP#GENERAL,service delivery,0
818,LAPTOP#GENERAL,service levels,0
819,LAPTOP#GENERAL,service provider,0
820,LAPTOP#GENERAL,services,0
821,LAPTOP#GENERAL,sim card,0
822,LAPTOP#GENERAL,site,0
823,LAPTOP#GENERAL,skynet,0
825,LAPTOP#GENERAL,sms,0
826,LAPTOP#GENERAL,staff,0
827,LAPTOP#GENERAL,subscriptions,0
828,LAPTOP#GENERAL,support,0
829,LAPTOP#GENERAL,telkom,0
830,LAPTOP#GENERAL,telkom customer services,0
831,LAPTOP#GENERAL,the option to chat to your,0
832,LAPTOP#GENERAL,virtual assistant,0
833,LAPTOP#GENERAL,voda**** customer service,0
834,LAPTOP#GENERAL,vodabucks,0
835,LAPTOP#GENERAL,vodacom,0
836,LAPTOP#GENERAL,vodacom 4u Berea east london branch,0
837,LAPTOP#GENERAL,vodacom app,0
838,LAPTOP#GENERAL,vodacom bot,0
839,LAPTOP#GENERAL,vodacom call centre,0
840,LAPTOP#GENERAL,vodacom customer care,0
841,LAPTOP#GENERAL,vodacom customer services,0
842,LAPTOP#GENERAL,vodacom fibre,0
843,LAPTOP#GENERAL,vodacom online,0
844,LAPTOP#GENERAL,vodacom service bot,0
845,LAPTOP#GENERAL,vodacom support,0
846,LAPTOP#GENERAL,vodacum,0
847,LAPTOP#GENERAL,vodamail email settings,0
848,LAPTOP#GENERAL,vodqcom customer services,0
849,LAPTOP#GENERAL,webmail7,0
854,LAPTOP#OPERATION_PERFORMANCE,Apple Watch cellular,1
924,LAPTOP#OPERATION_PERFORMANCE,airtime,1
944,LAPTOP#OPERATION_PERFORMANCE,contract,1
962,LAPTOP#OPERATION_PERFORMANCE,eSim,1
980,LAPTOP#OPERATION_PERFORMANCE,robot,1
850,LAPTOP#OPERATION_PERFORMANCE,'SERVICE' PROVIDER,0
851,LAPTOP#OPERATION_PERFORMANCE,****** chat bot,0
852,LAPTOP#OPERATION_PERFORMANCE,082 135 number,0
853,LAPTOP#OPERATION_PERFORMANCE,250.0 MB bundle,0
855,LAPTOP#OPERATION_PERFORMANCE,BOT,0
856,LAPTOP#OPERATION_PERFORMANCE,Bot,0
857,LAPTOP#OPERATION_PERFORMANCE,CUSTOMER SERVICE,0
858,LAPTOP#OPERATION_PERFORMANCE,Call Centre,0
859,LAPTOP#OPERATION_PERFORMANCE,Chatbot (Toby),0
860,LAPTOP#OPERATION_PERFORMANCE,Client Care/Service,0
861,LAPTOP#OPERATION_PERFORMANCE,Customer service,0
862,LAPTOP#OPERATION_PERFORMANCE,EFT,0
863,LAPTOP#OPERATION_PERFORMANCE,HP Attorneys,0
864,LAPTOP#OPERATION_PERFORMANCE,ISP,0
865,LAPTOP#OPERATION_PERFORMANCE,Invoices,0
866,LAPTOP#OPERATION_PERFORMANCE,MARKETING SPAM,0
867,LAPTOP#OPERATION_PERFORMANCE,MTN,0
868,LAPTOP#OPERATION_PERFORMANCE,Mobile Wi_Fi app,0
869,LAPTOP#OPERATION_PERFORMANCE,NULL,0
870,LAPTOP#OPERATION_PERFORMANCE,ONLINE SERVICE,0
871,LAPTOP#OPERATION_PERFORMANCE,PATHETIC SERVICE,0
872,LAPTOP#OPERATION_PERFORMANCE,PM CONNECT,0
873,LAPTOP#OPERATION_PERFORMANCE,SIM SWAP,0
874,LAPTOP#OPERATION_PERFORMANCE,Service,0
875,LAPTOP#OPERATION_PERFORMANCE,Statements,0
876,LAPTOP#OPERATION_PERFORMANCE,TOBI,0
877,LAPTOP#OPERATION_PERFORMANCE,TOBI app,0
878,LAPTOP#OPERATION_PERFORMANCE,TOBI virtual assistant,0
879,LAPTOP#OPERATION_PERFORMANCE,TOBi robot,0
880,LAPTOP#OPERATION_PERFORMANCE,Telkom,0
881,LAPTOP#OPERATION_PERFORMANCE,Telkom Mobile,0
882,LAPTOP#OPERATION_PERFORMANCE,Telkom Self-service,0
883,LAPTOP#OPERATION_PERFORMANCE,Telkom mobile,0
884,LAPTOP#OPERATION_PERFORMANCE,Telkom sales,0
885,LAPTOP#OPERATION_PERFORMANCE,Tobi,0
886,LAPTOP#OPERATION_PERFORMANCE,Tobi BOT idea on WhatsApp,0
887,LAPTOP#OPERATION_PERFORMANCE,Tobi bot,0
888,LAPTOP#OPERATION_PERFORMANCE,Tobi chat bot,0
889,LAPTOP#OPERATION_PERFORMANCE,Tobi the Bot,0
890,LAPTOP#OPERATION_PERFORMANCE,Tobi's Tax Pack,0
891,LAPTOP#OPERATION_PERFORMANCE,Toby,0
892,LAPTOP#OPERATION_PERFORMANCE,Toby robot service,0
893,LAPTOP#OPERATION_PERFORMANCE,USELESS VODACOM,0
894,LAPTOP#OPERATION_PERFORMANCE,VODACOM,0
895,LAPTOP#OPERATION_PERFORMANCE,VODACOM - TOBI ALLOWING SIM-SWOP TO CRIMINALS,0
896,LAPTOP#OPERATION_PERFORMANCE,VODACOM USELESS HELPLINE,0
897,LAPTOP#OPERATION_PERFORMANCE,VODACOMS TOBI,0
898,LAPTOP#OPERATION_PERFORMANCE,VodaBucks,0
899,LAPTOP#OPERATION_PERFORMANCE,Vodacom,0
900,LAPTOP#OPERATION_PERFORMANCE,Vodacom Age of Machine,0
901,LAPTOP#OPERATION_PERFORMANCE,Vodacom App,0
902,LAPTOP#OPERATION_PERFORMANCE,Vodacom Customer Care Line,0
903,LAPTOP#OPERATION_PERFORMANCE,Vodacom Horrible Customer Care Service-Deleted Active SImcard,0
904,LAPTOP#OPERATION_PERFORMANCE,Vodacom Roaming Bundle,0
905,LAPTOP#OPERATION_PERFORMANCE,Vodacom Scams Pensioners into Special Deals,0
906,LAPTOP#OPERATION_PERFORMANCE,Vodacom Vodabucks,0
907,LAPTOP#OPERATION_PERFORMANCE,Vodacom and TymeBank Fraud,0
908,LAPTOP#OPERATION_PERFORMANCE,Vodacom customer services,0
909,LAPTOP#OPERATION_PERFORMANCE,Vodacom does not care,0
910,LAPTOP#OPERATION_PERFORMANCE,Vodacom is not a brand to be trusted or relied on,0
911,LAPTOP#OPERATION_PERFORMANCE,Vodacom number,0
912,LAPTOP#OPERATION_PERFORMANCE,Vodacom online deals,0
913,LAPTOP#OPERATION_PERFORMANCE,Vodacom service,0
914,LAPTOP#OPERATION_PERFORMANCE,Vodacom vodabucks,0
915,LAPTOP#OPERATION_PERFORMANCE,Vodacom's website,0
916,LAPTOP#OPERATION_PERFORMANCE,Vodacoms,0
917,LAPTOP#OPERATION_PERFORMANCE,Vodafone world,0
918,LAPTOP#OPERATION_PERFORMANCE,Vodamail,0
919,LAPTOP#OPERATION_PERFORMANCE,Vodamail cancellation,0
920,LAPTOP#OPERATION_PERFORMANCE,WhatsApp bundles,0
921,LAPTOP#OPERATION_PERFORMANCE,Wi-Fi,0
922,LAPTOP#OPERATION_PERFORMANCE,acct,0
923,LAPTOP#OPERATION_PERFORMANCE,agent,0
925,LAPTOP#OPERATION_PERFORMANCE,app,0
926,LAPTOP#OPERATION_PERFORMANCE,app services,0
927,LAPTOP#OPERATION_PERFORMANCE,at Telkom,0
928,LAPTOP#OPERATION_PERFORMANCE,automated chatbot,0
929,LAPTOP#OPERATION_PERFORMANCE,bank,0
930,LAPTOP#OPERATION_PERFORMANCE,bot,0
931,LAPTOP#OPERATION_PERFORMANCE,bot on Vodacom Facebook messenger,0
932,LAPTOP#OPERATION_PERFORMANCE,call center,0
933,LAPTOP#OPERATION_PERFORMANCE,call center service,0
934,LAPTOP#OPERATION_PERFORMANCE,call centre,0
935,LAPTOP#OPERATION_PERFORMANCE,call charges,0
936,LAPTOP#OPERATION_PERFORMANCE,caller tune,0
937,LAPTOP#OPERATION_PERFORMANCE,cell c,0
938,LAPTOP#OPERATION_PERFORMANCE,chat bot,0
939,LAPTOP#OPERATION_PERFORMANCE,chatbot,0
940,LAPTOP#OPERATION_PERFORMANCE,chatbot Tobi,0
941,LAPTOP#OPERATION_PERFORMANCE,company,0
942,LAPTOP#OPERATION_PERFORMANCE,consultant,0
943,LAPTOP#OPERATION_PERFORMANCE,content service,0
945,LAPTOP#OPERATION_PERFORMANCE,contract with Telkom,0
946,LAPTOP#OPERATION_PERFORMANCE,credit report,0
947,LAPTOP#OPERATION_PERFORMANCE,customer Service,0
948,LAPTOP#OPERATION_PERFORMANCE,customer care,0
949,LAPTOP#OPERATION_PERFORMANCE,customer care agent,0
950,LAPTOP#OPERATION_PERFORMANCE,customer care call centre,0
951,LAPTOP#OPERATION_PERFORMANCE,customer care help lines,0
952,LAPTOP#OPERATION_PERFORMANCE,customer care line,0
953,LAPTOP#OPERATION_PERFORMANCE,customer care number,0
954,LAPTOP#OPERATION_PERFORMANCE,customer care/services,0
955,LAPTOP#OPERATION_PERFORMANCE,customer service,0
956,LAPTOP#OPERATION_PERFORMANCE,customer service department,0
957,LAPTOP#OPERATION_PERFORMANCE,customer support,0
958,LAPTOP#OPERATION_PERFORMANCE,customer's info,0
959,LAPTOP#OPERATION_PERFORMANCE,data,0
960,LAPTOP#OPERATION_PERFORMANCE,data sim,0
961,LAPTOP#OPERATION_PERFORMANCE,delivery,0
963,LAPTOP#OPERATION_PERFORMANCE,energy,0
964,LAPTOP#OPERATION_PERFORMANCE,humans,0
965,LAPTOP#OPERATION_PERFORMANCE,machine,0
966,LAPTOP#OPERATION_PERFORMANCE,mobile contract,0
967,LAPTOP#OPERATION_PERFORMANCE,money back,0
968,LAPTOP#OPERATION_PERFORMANCE,network provider,0
969,LAPTOP#OPERATION_PERFORMANCE,network service provider,0
970,LAPTOP#OPERATION_PERFORMANCE,number,0
971,LAPTOP#OPERATION_PERFORMANCE,number assigned by Vodacom,0
972,LAPTOP#OPERATION_PERFORMANCE,online chat,0
973,LAPTOP#OPERATION_PERFORMANCE,online deals,0
974,LAPTOP#OPERATION_PERFORMANCE,online service,0
975,LAPTOP#OPERATION_PERFORMANCE,phone imei,0
976,LAPTOP#OPERATION_PERFORMANCE,products,0
977,LAPTOP#OPERATION_PERFORMANCE,recurring data bundle,0
978,LAPTOP#OPERATION_PERFORMANCE,refund,0
979,LAPTOP#OPERATION_PERFORMANCE,response to emails,0
981,LAPTOP#OPERATION_PERFORMANCE,robot assistant,0
982,LAPTOP#OPERATION_PERFORMANCE,robot calling,0
983,LAPTOP#OPERATION_PERFORMANCE,robot responses,0
984,LAPTOP#OPERATION_PERFORMANCE,service,0
985,LAPTOP#OPERATION_PERFORMANCE,service Vodacom,0
986,LAPTOP#OPERATION_PERFORMANCE,service at Vodacom,0
987,LAPTOP#OPERATION_PERFORMANCE,service delivery,0
988,LAPTOP#OPERATION_PERFORMANCE,service levels,0
989,LAPTOP#OPERATION_PERFORMANCE,service provider,0
990,LAPTOP#OPERATION_PERFORMANCE,services,0
991,LAPTOP#OPERATION_PERFORMANCE,sim card,0
992,LAPTOP#OPERATION_PERFORMANCE,site,0
993,LAPTOP#OPERATION_PERFORMANCE,skynet,0
994,LAPTOP#OPERATION_PERFORMANCE,smartphone,0
995,LAPTOP#OPERATION_PERFORMANCE,sms,0
996,LAPTOP#OPERATION_PERFORMANCE,staff,0
997,LAPTOP#OPERATION_PERFORMANCE,subscriptions,0
998,LAPTOP#OPERATION_PERFORMANCE,support,0
999,LAPTOP#OPERATION_PERFORMANCE,telkom,0
1000,LAPTOP#OPERATION_PERFORMANCE,telkom customer services,0
1001,LAPTOP#OPERATION_PERFORMANCE,the option to chat to your,0
1002,LAPTOP#OPERATION_PERFORMANCE,virtual assistant,0
1003,LAPTOP#OPERATION_PERFORMANCE,voda**** customer service,0
1004,LAPTOP#OPERATION_PERFORMANCE,vodabucks,0
1005,LAPTOP#OPERATION_PERFORMANCE,vodacom,0
1006,LAPTOP#OPERATION_PERFORMANCE,vodacom 4u Berea east london branch,0
1007,LAPTOP#OPERATION_PERFORMANCE,vodacom app,0
1008,LAPTOP#OPERATION_PERFORMANCE,vodacom bot,0
1009,LAPTOP#OPERATION_PERFORMANCE,vodacom call centre,0
1010,LAPTOP#OPERATION_PERFORMANCE,vodacom customer care,0
1011,LAPTOP#OPERATION_PERFORMANCE,vodacom customer services,0
1012,LAPTOP#OPERATION_PERFORMANCE,vodacom fibre,0
1013,LAPTOP#OPERATION_PERFORMANCE,vodacom online,0
1014,LAPTOP#OPERATION_PERFORMANCE,vodacom service bot,0
1015,LAPTOP#OPERATION_PERFORMANCE,vodacom support,0
1016,LAPTOP#OPERATION_PERFORMANCE,vodacum,0
1017,LAPTOP#OPERATION_PERFORMANCE,vodamail email settings,0
1018,LAPTOP#OPERATION_PERFORMANCE,vodqcom customer services,0
1019,LAPTOP#OPERATION_PERFORMANCE,webmail7,0
1043,PORTS#GENERAL,SIM SWAP,1
1091,PORTS#GENERAL,Wi-Fi,1
1130,PORTS#GENERAL,data sim,1
1020,PORTS#GENERAL,'SERVICE' PROVIDER,0
1021,PORTS#GENERAL,****** chat bot,0
1022,PORTS#GENERAL,082 135 number,0
1023,PORTS#GENERAL,250.0 MB bundle,0
1024,PORTS#GENERAL,Apple Watch cellular,0
1025,PORTS#GENERAL,BOT,0
1026,PORTS#GENERAL,Bot,0
1027,PORTS#GENERAL,CUSTOMER SERVICE,0
1028,PORTS#GENERAL,Call Centre,0
1029,PORTS#GENERAL,Chatbot (Toby),0
1030,PORTS#GENERAL,Client Care/Service,0
1031,PORTS#GENERAL,Customer service,0
1032,PORTS#GENERAL,EFT,0
1033,PORTS#GENERAL,HP Attorneys,0
1034,PORTS#GENERAL,ISP,0
1035,PORTS#GENERAL,Invoices,0
1036,PORTS#GENERAL,MARKETING SPAM,0
1037,PORTS#GENERAL,MTN,0
1038,PORTS#GENERAL,Mobile Wi_Fi app,0
1039,PORTS#GENERAL,NULL,0
1040,PORTS#GENERAL,ONLINE SERVICE,0
1041,PORTS#GENERAL,PATHETIC SERVICE,0
1042,PORTS#GENERAL,PM CONNECT,0
1044,PORTS#GENERAL,Service,0
1045,PORTS#GENERAL,Statements,0
1046,PORTS#GENERAL,TOBI,0
1047,PORTS#GENERAL,TOBI app,0
1048,PORTS#GENERAL,TOBI virtual assistant,0
1049,PORTS#GENERAL,TOBi robot,0
1050,PORTS#GENERAL,Telkom,0
1051,PORTS#GENERAL,Telkom Mobile,0
1052,PORTS#GENERAL,Telkom Self-service,0
1053,PORTS#GENERAL,Telkom mobile,0
1054,PORTS#GENERAL,Telkom sales,0
1055,PORTS#GENERAL,Tobi,0
1056,PORTS#GENERAL,Tobi BOT idea on WhatsApp,0
1057,PORTS#GENERAL,Tobi bot,0
1058,PORTS#GENERAL,Tobi chat bot,0
1059,PORTS#GENERAL,Tobi the Bot,0
1060,PORTS#GENERAL,Tobi's Tax Pack,0
1061,PORTS#GENERAL,Toby,0
1062,PORTS#GENERAL,Toby robot service,0
1063,PORTS#GENERAL,USELESS VODACOM,0
1064,PORTS#GENERAL,VODACOM,0
1065,PORTS#GENERAL,VODACOM - TOBI ALLOWING SIM-SWOP TO CRIMINALS,0
1066,PORTS#GENERAL,VODACOM USELESS HELPLINE,0
1067,PORTS#GENERAL,VODACOMS TOBI,0
1068,PORTS#GENERAL,VodaBucks,0
1069,PORTS#GENERAL,Vodacom,0
1070,PORTS#GENERAL,Vodacom Age of Machine,0
1071,PORTS#GENERAL,Vodacom App,0
1072,PORTS#GENERAL,Vodacom Customer Care Line,0
1073,PORTS#GENERAL,Vodacom Horrible Customer Care Service-Deleted Active SImcard,0
1074,PORTS#GENERAL,Vodacom Roaming Bundle,0
1075,PORTS#GENERAL,Vodacom Scams Pensioners into Special Deals,0
1076,PORTS#GENERAL,Vodacom Vodabucks,0
1077,PORTS#GENERAL,Vodacom and TymeBank Fraud,0
1078,PORTS#GENERAL,Vodacom customer services,0
1079,PORTS#GENERAL,Vodacom does not care,0
1080,PORTS#GENERAL,Vodacom is not a brand to be trusted or relied on,0
1081,PORTS#GENERAL,Vodacom number,0
1082,PORTS#GENERAL,Vodacom online deals,0
1083,PORTS#GENERAL,Vodacom service,0
1084,PORTS#GENERAL,Vodacom vodabucks,0
1085,PORTS#GENERAL,Vodacom's website,0
1086,PORTS#GENERAL,Vodacoms,0
1087,PORTS#GENERAL,Vodafone world,0
1088,PORTS#GENERAL,Vodamail,0
1089,PORTS#GENERAL,Vodamail cancellation,0
1090,PORTS#GENERAL,WhatsApp bundles,0
1092,PORTS#GENERAL,acct,0
1093,PORTS#GENERAL,agent,0
1094,PORTS#GENERAL,airtime,0
1095,PORTS#GENERAL,app,0
1096,PORTS#GENERAL,app services,0
1097,PORTS#GENERAL,at Telkom,0
1098,PORTS#GENERAL,automated chatbot,0
1099,PORTS#GENERAL,bank,0
1100,PORTS#GENERAL,bot,0
1101,PORTS#GENERAL,bot on Vodacom Facebook messenger,0
1102,PORTS#GENERAL,call center,0
1103,PORTS#GENERAL,call center service,0
1104,PORTS#GENERAL,call centre,0
1105,PORTS#GENERAL,call charges,0
1106,PORTS#GENERAL,caller tune,0
1107,PORTS#GENERAL,cell c,0
1108,PORTS#GENERAL,chat bot,0
1109,PORTS#GENERAL,chatbot,0
1110,PORTS#GENERAL,chatbot Tobi,0
1111,PORTS#GENERAL,company,0
1112,PORTS#GENERAL,consultant,0
1113,PORTS#GENERAL,content service,0
1114,PORTS#GENERAL,contract,0
1115,PORTS#GENERAL,contract with Telkom,0
1116,PORTS#GENERAL,credit report,0
1117,PORTS#GENERAL,customer Service,0
1118,PORTS#GENERAL,customer care,0
1119,PORTS#GENERAL,customer care agent,0
1120,PORTS#GENERAL,customer care call centre,0
1121,PORTS#GENERAL,customer care help lines,0
1122,PORTS#GENERAL,customer care line,0
1123,PORTS#GENERAL,customer care number,0
1124,PORTS#GENERAL,customer care/services,0
1125,PORTS#GENERAL,customer service,0
1126,PORTS#GENERAL,customer service department,0
1127,PORTS#GENERAL,customer support,0
1128,PORTS#GENERAL,customer's info,0
1129,PORTS#GENERAL,data,0
1131,PORTS#GENERAL,delivery,0
1132,PORTS#GENERAL,eSim,0
1133,PORTS#GENERAL,energy,0
1134,PORTS#GENERAL,humans,0
1135,PORTS#GENERAL,machine,0
1136,PORTS#GENERAL,mobile contract,0
1137,PORTS#GENERAL,money back,0
1138,PORTS#GENERAL,network provider,0
1139,PORTS#GENERAL,network service provider,0
1140,PORTS#GENERAL,number,0
1141,PORTS#GENERAL,number assigned by Vodacom,0
1142,PORTS#GENERAL,online chat,0
1143,PORTS#GENERAL,online deals,0
1144,PORTS#GENERAL,online service,0
1145,PORTS#GENERAL,phone imei,0
1146,PORTS#GENERAL,products,0
1147,PORTS#GENERAL,recurring data bundle,0
1148,PORTS#GENERAL,refund,0
1149,PORTS#GENERAL,response to emails,0
1150,PORTS#GENERAL,robot,0
1151,PORTS#GENERAL,robot assistant,0
1152,PORTS#GENERAL,robot calling,0
1153,PORTS#GENERAL,robot responses,0
1154,PORTS#GENERAL,service,0
1155,PORTS#GENERAL,service Vodacom,0
1156,PORTS#GENERAL,service at Vodacom,0
1157,PORTS#GENERAL,service delivery,0
1158,PORTS#GENERAL,service levels,0
1159,PORTS#GENERAL,service provider,0
1160,PORTS#GENERAL,services,0
1161,PORTS#GENERAL,sim card,0
1162,PORTS#GENERAL,site,0
1163,PORTS#GENERAL,skynet,0
1164,PORTS#GENERAL,smartphone,0
1165,PORTS#GENERAL,sms,0
1166,PORTS#GENERAL,staff,0
1167,PORTS#GENERAL,subscriptions,0
1168,PORTS#GENERAL,support,0
1169,PORTS#GENERAL,telkom,0
1170,PORTS#GENERAL,telkom customer services,0
1171,PORTS#GENERAL,the option to chat to your,0
1172,PORTS#GENERAL,virtual assistant,0
1173,PORTS#GENERAL,voda**** customer service,0
1174,PORTS#GENERAL,vodabucks,0
1175,PORTS#GENERAL,vodacom,0
1176,PORTS#GENERAL,vodacom 4u Berea east london branch,0
1177,PORTS#GENERAL,vodacom app,0
1178,PORTS#GENERAL,vodacom bot,0
1179,PORTS#GENERAL,vodacom call centre,0
1180,PORTS#GENERAL,vodacom customer care,0
1181,PORTS#GENERAL,vodacom customer services,0
1182,PORTS#GENERAL,vodacom fibre,0
1183,PORTS#GENERAL,vodacom online,0
1184,PORTS#GENERAL,vodacom service bot,0
1185,PORTS#GENERAL,vodacom support,0
1186,PORTS#GENERAL,vodacum,0
1187,PORTS#GENERAL,vodamail email settings,0
1188,PORTS#GENERAL,vodqcom customer services,0
1189,PORTS#GENERAL,webmail7,0
1303,POWER_SUPPLY#GENERAL,energy,1
1190,POWER_SUPPLY#GENERAL,'SERVICE' PROVIDER,0
1191,POWER_SUPPLY#GENERAL,****** chat bot,0
1192,POWER_SUPPLY#GENERAL,082 135 number,0
1193,POWER_SUPPLY#GENERAL,250.0 MB bundle,0
1194,POWER_SUPPLY#GENERAL,Apple Watch cellular,0
1195,POWER_SUPPLY#GENERAL,BOT,0
1196,POWER_SUPPLY#GENERAL,Bot,0
1197,POWER_SUPPLY#GENERAL,CUSTOMER SERVICE,0
1198,POWER_SUPPLY#GENERAL,Call Centre,0
1199,POWER_SUPPLY#GENERAL,Chatbot (Toby),0
1200,POWER_SUPPLY#GENERAL,Client Care/Service,0
1201,POWER_SUPPLY#GENERAL,Customer service,0
1202,POWER_SUPPLY#GENERAL,EFT,0
1203,POWER_SUPPLY#GENERAL,HP Attorneys,0
1204,POWER_SUPPLY#GENERAL,ISP,0
1205,POWER_SUPPLY#GENERAL,Invoices,0
1206,POWER_SUPPLY#GENERAL,MARKETING SPAM,0
1207,POWER_SUPPLY#GENERAL,MTN,0
1208,POWER_SUPPLY#GENERAL,Mobile Wi_Fi app,0
1209,POWER_SUPPLY#GENERAL,NULL,0
1210,POWER_SUPPLY#GENERAL,ONLINE SERVICE,0
1211,POWER_SUPPLY#GENERAL,PATHETIC SERVICE,0
1212,POWER_SUPPLY#GENERAL,PM CONNECT,0
1213,POWER_SUPPLY#GENERAL,SIM SWAP,0
1214,POWER_SUPPLY#GENERAL,Service,0
1215,POWER_SUPPLY#GENERAL,Statements,0
1216,POWER_SUPPLY#GENERAL,TOBI,0
1217,POWER_SUPPLY#GENERAL,TOBI app,0
1218,POWER_SUPPLY#GENERAL,TOBI virtual assistant,0
1219,POWER_SUPPLY#GENERAL,TOBi robot,0
1220,POWER_SUPPLY#GENERAL,Telkom,0
1221,POWER_SUPPLY#GENERAL,Telkom Mobile,0
1222,POWER_SUPPLY#GENERAL,Telkom Self-service,0
1223,POWER_SUPPLY#GENERAL,Telkom mobile,0
